0,1,2,3,4,5,6,7,8,9
1070,2461,1408,899,2776,2695,2100,477,286,1218
3019,2282,439,3137,1761,317,2022,-89,1315,2221
2588,850,2707,427,2089,2288,2655,3104,1965,575
1290,544,1234,2365,-37,1827,1268,1738,1428,777
1264,624,823,666,1745,2343,1529,2561,984,2643
2579,631,1195,864,873,2201,2027,895,815,548
701,1479,413,3015,118,284,1205,2423,710,856
2049,405,1032,1001,1244,2618,735,2105,384,1652
1251,641,946,771,2404,2277,1542,2019,1736,2967
662,2106,2801,287,1396,1685,1793,2105,1589,633
1994,2710,933,2035,1127,628,1618,1461,1162,1876
2338,1701,2152,1222,3282,2840,1296,376,2023,2257
2340,925,476,2860,1552,887,1457,582,2536,316
1474,2793,2581,2060,1018,2231,631,2860,216,1929
1901,3112,2160,1026,1837,2873,2302,1467,1179,1086
1660,890,1775,2648,803,910,812,1794,768,271
756,1283,683,153,3097,1269,2394,827,730,1154
884,-84,290,1635,1796,2104,1948,850,461,243
437,449,2478,2126,2778,253,1806,2926,1731,1766
3038,2382,1935,713,1832,1370,764,1759,208,1180
214,686,1480,2069,225,2927,1039,2719,2548,1092
1962,927,2020,248,283,52,2491,-276,400,1132
419,1872,3245,1755,2022,1754,3175,1592,2294,1994
2804,2507,2239,1338,911,2371,2411,427,2164,1748
1026,1110,3104,2713,2334,1605,810,1321,1074,1534
2686,1346,303,1288,1640,2572,2256,1103,260,2323
-99,202,2431,1380,2750,242,2759,2250,103,2027
139,1602,1229,919,461,1082,1014,2370,1000,1984
687,2181,2204,1634,561,643,-464,2155,2490,2025
1802,1825,446,972,2786,219,2316,1739,1803,3058
2538,2234,199,2264,1822,971,1939,2473,1603,2257
742,520,2856,2415,2206,2550,1422,2903,1358,1516
1674,-143,1207,1181,2129,917,966,2772,2315,373
2318,605,521,43,1580,1650,2644,2198,83,2852
522,2074,-440,1001,2306,2004,278,2281,95,1125
1077,-310,1496,519,1229,2671,2691,29,-42,1975
2089,102,2580,382,1295,2086,770,2734,2945,644
95,790,329,1920,3067,2491,596,2190,98,1605
2739,1153,-231,1394,2660,1874,1033,191,142,1187
1958,1365,1305,2444,796,2399,1294,2836,957,1422
2709,881,2289,2781,1045,2219,385,-146,2278,2968
2551,1096,2729,2207,1732,2166,1606,3061,2221,1823
1542,1318,1102,2605,1441,1237,1975,697,1007,1878
2743,417,2467,1510,1644,1383,593,2223,1736,2190
2084,337,1968,2539,1523,2657,1531,1424,2149,2407
1947,466,2538,1644,2331,40,2964,2592,942,2306
1120,1960,62,1709,2324,294,437,2980,735,1478
2121,1364,1053,90,657,2072,1840,2563,199,2463
2463,2771,2591,1432,568,1352,2354,488,-155,1868
505,1087,2271,264,1868,587,2193,2753,2761,2364
281,1775,2324,1450,2586,2319,1471,1192,1375,1825
2978,-73,387,1476,663,2078,1598,425,1486,618
1614,25,3006,782,21,836,259,-41,3030,2738
367,742,2484,1606,1144,732,2554,1596,2813,1347
820,2018,2338,2980,951,1770,1767,1658,1781,1614
2014,630,135,587,597,293,1259,1668,1996,994
604,999,844,1146,2297,1898,1803,2407,2202,2611
1302,2545,2651,1840,1813,1444,631,2343,971,179
2549,1114,1119,1701,2271,2165,271,655,2389,885
831,1059,2082,1658,2493,2282,2508,369,1655,2239
2013,510,2064,53,2761,1204,448,984,1332,329
3156,1771,2835,2405,564,3395,1084,1897,1052,779
1128,2210,2210,2048,2395,2691,1683,1401,1830,2556
1743,1377,2698,1416,934,1596,2573,1581,-19,1033
1147,1854,978,647,2294,416,2729,2029,2391,1211
1356,204,1891,1976,1893,1252,57,2974,726,1209
25,2443,1751,1678,2747,1990,2214,2318,1782,49
2244,15,2928,482,419,2027,1047,658,2197,2044
1188,2630,1170,2278,603,139,9,167,-244,1226
608,2624,707,1202,2743,1894,377,1672,747,291
846,2695,795,1470,455,974,2434,2231,770,1774
1445,703,2032,231,165,818,2597,217,2676,194
1461,246,982,74,1962,65,3325,376,2113,181
2542,2706,2608,2851,236,501,2279,2198,146,759
967,2164,-542,1933,23,1849,1393,559,2283,2587
188,1905,764,2032,949,427,2565,2723,-14,767
1045,2524,472,2579,1652,171,2368,1664,141,1524
829,563,872,1425,1785,2547,1674,2329,318,1434
2118,2483,2679,1160,2735,305,429,2202,3021,1098
1148,2818,2304,2660,2194,68,407,2596,1888,2573
1109,1002,2272,1655,737,-155,2755,1743,769,748
177,750,1485,958,2568,575,1299,559,2885,396
41,1249,2550,355,2291,266,1953,2000,30,2490
1299,166,1513,664,752,1339,2889,2646,1028,160
1780,1827,1110,1063,1903,1266,1831,784,338,238
1839,-56,1997,2005,311,1009,359,2876,2863,544
1530,447,1458,1526,832,2151,1119,867,2225,1991
2373,3169,2671,1106,1425,1575,210,1579,3020,291
1793,1553,2648,1826,160,1123,419,2444,2635,597
419,1516,2979,1958,213,1678,1220,2119,2436,1058
1702,308,933,622,2693,1057,1361,2298,476,651
175,2351,2547,2207,1134,321,1881,1245,2008,618
1912,1853,509,1608,1202,1749,784,1760,1466,898
1332,3263,2391,2036,764,2414,878,2009,707,46
690,459,1860,-261,2121,2790,1833,437,142,642
2287,680,1306,2750,2121,2485,84,775,317,2530
2401,1098,46,757,607,1122,1753,449,1789,2799
635,1633,2211,1393,2679,900,2213,2954,2474,2695
2034,1550,2107,1065,-50,1807,1675,1794,2931,1886
2846,382,2602,2462,1463,2827,292,1814,932,2683
241,1125,762,-25,32,2507,1375,424,887,2635
845,128,1645,1691,1502,2115,926,349,306,2674
2001,987,135,258,2213,1688,2200,1322,1186,3214
2823,2349,975,1906,2350,2737,1854,814,2234,1972
2062,981,1414,2143,1051,1159,1210,737,2378,231
2570,201,1649,695,2753,373,2903,1705,203,937
1499,3074,249,608,364,366,1742,463,1605,1851
-222,1253,1669,-83,2685,2096,1542,810,371,2794
964,1899,2572,-13,1497,2394,2495,891,1883,2105
1798,2385,732,3117,2688,438,1701,1737,2272,835
500,2454,676,408,1604,986,1776,1758,1347,2006
2716,2167,602,673,2554,519,1537,1824,2766,65
906,1492,2518,2742,427,561,1050,1996,3015,1434
1861,2055,2281,601,2885,2947,2499,2153,1374,2806
1928,397,783,104,2472,2253,1294,1355,2785,790
1428,1157,1594,1384,2856,2385,1120,1948,1635,76
880,2816,2831,1207,1261,2006,1685,2035,106,1955
113,2511,2628,2128,1645,1457,2496,2019,2940,1851
471,309,2769,2454,2628,724,2310,1421,2115,645
1044,894,889,2337,2680,1477,1751,2584,2577,2319
2151,739,56,2424,2601,1016,749,902,93,1493
1233,1279,2739,1960,737,2348,538,614,1569,1641
1784,963,3013,2511,2456,510,318,690,2706,1372
636,482,2987,123,2913,1400,72,1862,2442,1724
2755,19,2375,694,1440,310,1916,2601,1553,1760
1223,2543,1647,1809,1352,1907,2148,2211,1337,1066
1436,437,2684,1313,918,1783,2341,2913,1927,2116
-14,1377,1576,877,1249,1240,965,1984,2241,2450
2200,1262,45,2782,282,2756,1546,2686,-200,1044
2680,1718,2871,-224,2670,1407,1030,2547,1299,1305
2432,1629,2782,453,2117,2439,1184,954,551,2211
2239,2579,1366,2094,665,2706,2264,2252,1168,1371
1786,1083,1381,770,1124,1788,939,630,1394,2260
2856,1138,807,1409,2673,1029,1583,2012,2707,128
2343,2821,1703,973,1686,1176,2282,2131,928,2426
1425,1061,2249,795,2972,2181,1748,2722,-24,63
435,2428,385,2559,434,443,2241,1168,502,1206
769,1846,2823,2063,588,762,1984,420,448,352
282,680,333,1052,1188,908,146,489,577,1286
869,906,1992,2126,2077,1559,196,1463,2552,3122
2035,275,796,2833,145,2736,3183,58,2014,1009
1539,1410,691,2259,598,2346,1965,2206,1805,2053
-98,572,672,505,3096,2292,1180,2366,2556,2179
287,1637,1017,256,713,2325,2331,1970,493,2131
2288,2827,2606,218,954,1004,27,2668,1103,647
-72,976,290,1779,1710,1453,-168,355,1250,2947
837,2436,2345,2964,311,2751,787,2856,1984,1140
2823,2061,1225,2517,2464,384,1143,2511,133,2557
1496,1349,856,415,259,477,173,1916,737,653
18,235,1518,512,3257,716,2574,1627,1930,2618
699,2385,590,938,733,1766,2765,2587,2933,1276
1465,-173,1720,1320,1471,1414,1936,274,808,363
440,150,-142,1603,2490,2229,988,383,1688,1523
613,189,1386,2184,2318,228,2767,653,1737,596
1349,249,1044,2732,2992,816,1224,1609,1308,2408
1244,2198,870,2288,1400,27,1387,1485,1577,1711
455,2288,422,1722,2810,1753,2662,344,2670,2385
2075,1452,2802,1738,547,502,2594,1973,2349,790
568,2488,870,617,2152,2126,762,169,2805,2598
230,688,2448,1866,1552,-578,789,468,2340,2935
540,-87,513,1282,2102,1780,172,2491,2574,679
1228,217,563,1885,2690,1364,724,2771,1295,461
2833,1637,2402,1322,470,1248,1211,1679,1967,128
587,2911,2857,387,504,1933,687,-5,3227,1635
2781,2823,1873,419,1008,2325,1344,575,405,567
254,1360,1252,272,349,575,2358,3008,630,1057
1762,1173,2118,-125,144,1438,1564,1716,3171,2624
2142,2486,779,306,664,2084,989,273,1590,2757
1238,1534,1465,164,2709,1619,1585,2421,2230,1230
1372,859,1723,2170,1438,1351,1162,687,1534,325
777,2431,457,1335,2719,1991,2339,1864,712,1983
-31,1924,2291,1612,748,-71,2796,2637,694,1367
1728,751,1360,699,2000,2843,2402,2583,1636,2661
2198,2175,1517,754,173,2106,1470,2664,2435,1923
2285,681,390,2883,167,1934,746,2611,73,86
486,1446,1345,1178,2627,351,3210,640,1386,1132
2063,2097,895,2400,838,2365,2191,1980,2755,1161
1608,1034,231,126,1588,572,1902,696,348,824
1314,2607,173,1299,1123,2113,1519,2161,1264,1914
1867,1619,2693,2828,1886,2397,914,1820,1374,1645
333,2596,205,1869,2505,1891,483,135,742,2299
652,1554,1949,1177,2801,1828,1810,171,665,1029
2906,808,1623,1572,1245,2303,1925,962,306,2087
2121,835,3645,1634,623,1069,-22,2599,219,3013
1235,-183,2774,1976,1606,3279,2578,1889,679,1691
1862,1080,2845,454,1512,904,49,2843,1664,2587
2571,2769,368,1202,2746,968,1847,2837,2960,103
3125,1319,1884,1353,2278,2372,324,2794,484,2572
2056,2237,2371,2414,2704,2620,937,209,665,1648
2253,1994,1833,2385,2210,1549,2632,13,2624,1689
1784,-18,3038,2818,1777,1532,2117,1315,806,2651
973,682,2458,3213,503,189,1246,1184,2978,1527
1148,1561,452,1160,2713,1082,1341,2532,2270,2371
2783,1005,2316,762,1988,885,636,1447,1527,1004
334,1490,2119,3173,380,-144,2249,1962,394,293
2156,2422,1637,221,2045,716,1663,1448,910,492
913,499,1222,533,711,2117,-136,704,703,2104
2029,264,301,779,666,1750,551,2521,1929,2733
1562,1310,1109,773,2273,1089,1502,2706,462,2475
1517,2795,2619,2736,63,1590,880,87,1350,1287
1488,183,423,334,-57,1206,237,633,2912,1903
654,1037,1496,2074,2280,1376,2231,378,-367,-146
-92,357,1516,1841,2145,180,2890,2308,1789,1154
1535,319,2720,189,2427,2936,564,634,1220,2315
884,2850,2227,1078,2178,2240,1526,2106,1332,960
1674,257,2763,951,1971,2180,912,2389,2547,904
783,2401,2966,1268,1432,608,97,194,1581,1131
1637,647,1532,2560,2740,1204,141,2576,1524,2399
1967,1949,2275,1374,2711,403,1301,2341,1905,1533
187,2424,2527,184,1222,2900,2400,287,875,1973
906,1483,2506,1126,-171,2150,2459,1961,1111,926
1583,1838,1933,1521,1289,2469,2992,3,401,2530
1834,2025,2431,3189,313,677,2568,721,991,1151
707,1086,3031,2859,1771,646,1299,2149,2573,1791
1147,2146,1979,2374,2878,2727,2146,610,1171,2770
1177,2497,1121,1502,2274,1205,2689,1378,2769,2443
2293,778,734,1974,2223,650,2123,840,1088,1285
2416,2359,1799,1871,575,191,2734,3005,563,1251
2009,2610,2027,1920,1700,3253,1710,2269,-366,1594
2190,1688,1877,2452,1023,714,1177,636,312,543
2723,2495,2128,7,2614,1477,901,2445,2829,1398
1312,733,980,1810,1209,-72,-9,362,962,1277
1092,2047,2118,348,45,2455,186,1900,2303,2382
2218,-163,1856,1016,707,2492,1859,1075,2319,1395
1080,1006,1128,1712,803,1106,267,2610,1528,472
1478,1235,742,2611,3222,1058,2635,417,1194,184
1168,1656,1295,825,1968,-101,1163,1687,1075,628
1851,577,1664,915,1564,1889,3047,155,2637,2338
648,768,2069,308,1062,480,2329,2005,605,1533
1821,957,1060,2219,2010,1792,1709,1375,1627,1616
2747,1165,1968,156,1234,1833,2138,437,1797,2872
1702,1147,872,890,1356,2511,1061,1284,1907,2573
1369,2137,1961,1961,-15,934,1814,1771,2412,1051
1502,2065,821,462,1908,300,1960,2462,2731,996
2772,2592,414,1498,702,2524,623,256,3008,2892
2542,1415,1202,867,1653,2594,547,1569,1965,2044
1466,2590,1867,2793,1124,942,191,2091,444,-617
1175,773,1376,2811,890,1135,1411,1764,2630,2724
1191,1185,946,2702,219,1790,258,2357,1432,4077
1284,999,1953,1600,2337,995,-74,1433,211,2538
1537,1715,2904,2932,2420,1846,1518,2111,720,174
767,709,94,725,2274,1154,1647,1535,1025,1761
2581,732,0,986,662,559,308,1447,168,1569
1813,452,2784,2952,1395,2170,2637,744,1277,2598
2278,2056,309,208,2150,935,2667,305,432,1062
1723,241,805,403,144,1108,1065,2943,837,1284
1662,571,2439,2271,2486,-202,74,132,2849,2688
411,2578,1145,2191,2533,1226,1472,594,2800,972
649,83,1811,983,938,1138,614,2931,586,1123
552,1365,2765,2358,1529,1564,2690,518,1403,2546
2636,1478,913,306,256,1109,1757,1439,2351,234
146,1838,2638,1343,110,1766,1863,1500,2280,411
246,1486,2437,2179,2570,1496,363,2531,1176,1672
1288,1829,2003,1174,2633,461,66,1800,1612,1705
272,2133,86,159,1228,2768,2535,1274,3014,2503
936,1021,1110,838,1230,2873,2044,1644,1663,-155
1243,448,1049,1201,1677,726,2273,2231,409,2706
2371,3312,2095,3112,1250,1372,2234,1126,3060,2953
3179,1318,1594,2150,615,3512,489,646,1055,3125
541,2581,371,101,629,2937,1669,2022,1693,868
2122,1193,2878,439,610,1510,3287,1992,700,-121
638,2021,1718,369,2956,3238,2292,1610,633,182
1481,862,2203,1900,2606,192,1684,328,260,811
2086,2508,1315,1147,1913,2349,2678,2505,637,3037
1745,1190,85,2152,814,1056,63,476,1056,539
1789,1178,120,1716,1668,1204,972,2558,580,2323
2796,2685,1792,2431,486,1037,1057,1747,2627,1119
1093,2439,2266,1638,1348,1351,268,-273,1962,866
1454,3205,2209,931,2677,340,86,536,1357,1847
486,1147,2928,1833,36,2927,1497,2942,343,652
2102,332,2640,1519,1036,897,1037,2639,2485,1911
2450,1340,2178,474,2070,1934,2719,-83,2722,2410
1498,2214,684,896,1288,-114,-199,101,294,720
992,550,1819,1131,1549,1007,-272,2801,1348,1478
950,3034,2135,2423,1512,2029,2898,680,152,1564
3157,950,476,525,1333,2374,1015,2443,2286,1977
1510,788,1922,508,-143,2682,203,2741,2968,164
-90,1892,2067,974,2273,425,579,2336,1407,965
3190,2543,1733,2189,2147,1345,441,1685,1046,597
2678,1649,-61,2858,500,643,2177,1112,1550,2993
965,1435,2876,1135,1543,2594,2140,2285,823,1497
2379,2631,2045,-59,2585,178,330,2629,2394,2044
776,2863,1290,1311,2124,818,2156,278,2067,-393
1672,2792,2359,2629,2226,2898,99,2246,906,1191
3221,688,2774,1008,2211,612,483,1311,2842,1175
1639,-15,1554,2058,229,2929,2354,2545,3879,237
2461,602,366,759,2007,1503,2709,457,1070,286
1179,1509,665,2736,1103,2962,1811,1182,446,297
2515,58,2482,-148,1289,2333,544,2458,2060,913
1183,2772,-142,328,1313,224,2688,365,1341,1530
574,770,601,830,2458,585,2621,250,2725,2207
2104,272,1624,2666,331,2814,387,617,754,1969
2070,2618,1988,545,1557,2544,857,324,1697,1855
3010,176,464,1746,923,429,2125,2698,2742,876
1573,1532,1428,798,462,1567,1468,2438,1381,1354
1253,1530,1933,1019,772,1369,613,1283,3114,1535
2309,1289,2267,532,927,1895,-203,1153,2168,872
2749,2816,1698,1971,561,2270,-4,1914,2091,851
888,1107,1525,453,1412,1197,1726,2211,273,820
1050,2186,704,146,2621,2959,2671,2577,2706,2466
2628,2859,1144,2263,792,2875,1193,527,2076,219
1783,2734,2407,642,2846,787,1531,1722,1664,4
1559,1711,467,2575,1674,1065,792,1026,2672,2300
-17,3209,1615,2642,917,1334,2584,1925,59,-44
1306,1962,533,954,2112,967,206,243,84,1796
2670,1946,844,2341,2382,2365,1408,638,-114,917
2267,992,733,505,2939,2681,1598,2777,1630,2824
1600,744,238,782,398,966,3062,861,1166,420
834,2847,2202,2290,486,2168,664,842,2432,2970
973,2912,949,1945,1845,1675,919,2194,3361,1818
1851,2680,675,1285,1720,2240,1731,1838,143,2193
907,2151,2547,429,1297,2209,1323,110,2618,1456
426,2582,3867,1669,159,1706,2722,1128,1963,2615
3115,846,1232,983,2017,2474,736,1544,2415,977
2829,2482,1788,197,1069,2738,1522,2819,1148,1071
1105,195,1806,96,787,293,1844,1670,2311,1779
2947,1976,2128,1088,609,1730,571,1904,2971,2372
1658,2632,2195,2903,2743,2556,978,2954,1360,1338
2252,1336,829,1210,1049,861,978,1148,296,623
2442,547,110,2925,37,2030,477,2675,864,1014
1546,988,434,2176,1793,2130,875,3220,1197,2879
1560,11,2755,558,17,1126,1202,344,821,2111
1737,2076,192,1160,2298,2378,1548,761,589,1928
289,-115,-257,503,-34,2502,2780,2475,741,912
1547,3185,1615,1187,2365,2806,1748,87,2680,1014
1980,2039,1276,20,649,1214,696,2910,2115,1836
859,2779,1229,2139,1802,1155,2697,2311,2221,2736
-311,-28,856,1674,99,1163,1343,549,1417,2207
315,2370,44,649,844,1464,2007,2360,1825,830
1705,1477,1873,1514,1386,348,253,2435,3482,2029
1118,1522,1772,2305,361,2756,2204,1590,1995,1180
1385,1203,259,1822,518,1020,513,1484,910,2930
2931,1980,2334,318,510,154,2822,2721,340,2260
2924,535,2839,212,1974,126,795,1443,1280,1031
2241,1393,326,1135,257,1370,2730,1658,54,684
2738,2998,565,2441,1933,764,2485,352,934,1228
261,2598,1561,1573,2333,2320,269,2377,2235,412
2016,636,997,2000,2672,1722,281,2563,3112,1317
990,2139,1120,1456,176,2217,343,704,762,737
1377,2738,2385,904,646,2782,734,1490,1664,52
2076,916,1993,2839,862,3073,2118,2133,997,2761
677,2548,879,3471,1983,1954,1885,2721,987,2333
2101,673,707,2471,282,834,879,392,2003,1290
1727,1898,2714,2359,1197,541,1402,1667,2522,520
783,272,621,1452,2242,400,548,415,661,1473
1892,2382,176,2580,2766,1640,2237,2080,1689,993
1708,2810,2064,-17,2711,2927,1658,2412,399,582
762,967,1063,807,2431,1175,152,727,2692,328
2492,2808,1893,1953,524,2373,302,627,3129,4108
2332,1308,1272,1277,540,2683,236,2650,2237,-39
1657,202,1598,892,537,328,2617,509,1046,755
1055,716,1824,983,1316,575,2285,2405,1687,1655
2504,1001,367,1325,2554,2195,2894,3034,2485,2680
115,960,395,654,961,1305,127,2383,109,2319
320,163,908,2210,1567,2146,1997,2338,2304,1795
1491,2448,725,1496,1158,135,1283,1420,80,64
543,116,417,85,490,2671,396,714,2855,2642
312,1620,669,1065,2140,991,2638,2014,2328,1567
1777,1153,1620,443,1446,599,2490,2764,2767,2258
1342,490,2289,678,946,451,1218,2794,1758,965
171,671,2637,1279,1190,837,666,28,814,1543
22,1528,2551,981,882,2845,1458,2910,238,2393
1704,1764,960,360,887,2687,1111,1938,206,-461
2749,1815,2116,1913,2891,2060,1038,884,2423,2826
2018,1201,1346,1291,976,2243,2766,2406,2692,647
1962,2622,1590,-96,1856,739,1740,1513,1589,1320
284,-785,1185,2196,1671,386,2708,2403,2674,943
1315,2687,1366,1224,2493,3011,669,3171,469,150
2087,1575,201,2718,1083,568,1054,1669,237,848
2342,3023,-78,1230,2950,2578,989,339,1059,1755
660,991,174,61,166,2822,1845,2634,1511,2440
278,939,1900,1246,324,2911,2705,2145,2836,2518
1572,2745,1475,669,424,1688,127,718,940,1059
814,0,2356,205,1420,650,2478,2419,721,1719
649,2061,1193,1482,-197,1721,-556,1788,2705,1794
2779,2143,2495,386,881,2672,1559,742,1591,2583
1711,1258,54,1113,82,1052,-74,1597,1233,463
1949,551,988,314,1560,561,975,2312,1472,729
1937,1844,208,1818,3104,354,2906,2664,1582,2470
1706,2238,1352,1719,1586,2813,1152,927,81,85
739,2557,220,107,684,2178,2236,989,1869,976
2156,-129,714,1345,2463,851,1485,2958,185,2133
2122,655,2833,2048,1156,2694,1401,1101,584,781
2801,1639,2043,2057,282,164,1306,2244,2771,1059
2728,334,893,1661,2683,618,523,-21,2394,-16
1298,535,149,2441,815,157,2375,1572,571,383
1506,1741,2369,1277,767,2281,288,880,2326,69
160,2250,2278,2028,-85,2847,856,1107,2471,-325
1840,382,1285,1652,669,1563,1890,1100,1816,1185
2467,597,25,1845,2438,1922,2596,2242,1269,442
2566,167,269,874,2066,1455,1889,1711,695,2001
1525,2878,1631,1066,92,992,2491,358,2129,2061
96,1355,961,1095,2940,2744,2049,1204,2002,1415
1644,2366,1992,166,637,2670,1500,1674,662,519
2133,1189,2116,1895,2106,1365,66,649,191,1290
2427,947,1590,1264,-374,1947,2224,1294,459,2021
562,905,1199,2176,875,1829,705,3076,2154,1307
1964,2283,2020,1494,1405,2428,251,745,2528,2769
1564,696,941,63,1093,2930,2051,1993,1990,1783
2459,771,186,2468,528,2388,505,361,-177,2632
2088,2500,1836,178,84,284,1150,415,159,2249
2121,1503,513,725,140,575,148,1232,2092,1520
1634,1755,908,3077,2680,2185,2373,859,200,887
1357,2504,606,603,1091,2084,2488,665,1751,1047
403,1217,2267,1747,2424,379,984,754,1460,2171
1872,2584,2178,2558,1180,1639,1276,-226,2184,388
2427,651,308,1961,2819,1502,2688,1343,2522,1518
1272,2547,1433,2412,1931,1326,395,2260,403,375
1865,504,2959,2740,1241,2997,2903,1553,2743,2162
1336,1503,3480,2461,2182,494,2862,814,2855,556
2448,184,1274,1147,71,836,2734,1552,1648,2379
610,491,2676,2835,492,2320,311,507,2494,2397
2590,1854,722,36,103,482,1893,-53,2644,2051
854,1294,698,1425,2026,1504,2457,2439,2086,2392
381,1378,1272,2615,1443,2006,1630,2564,2410,1695
1682,-3,-107,2264,2930,1738,2587,117,115,1138
1756,2075,1585,1920,1593,2005,2799,1890,1231,2317
2448,2051,1718,1305,936,2446,2455,-23,-106,898
-151,808,358,2148,699,543,869,2207,1920,253
985,1670,-29,1394,2132,372,1047,143,1256,696
2384,1234,1330,420,-16,89,802,1211,962,82
1567,2889,663,1347,312,2122,2478,1548,97,1856
755,1711,914,2350,1985,529,1971,2048,351,882
1429,2950,2421,1255,2419,1171,2107,2821,810,549
1739,1572,1238,1127,1068,1708,1196,2084,671,2908
77,1561,2454,2671,1747,2027,1201,151,371,858
1608,390,2603,1675,2359,1136,1855,2079,1675,249
352,1616,1350,1693,991,2950,2927,2636,1162,355
1247,2452,1484,436,1015,2554,428,1177,1961,834
0,135,2944,1645,1516,2766,2359,185,568,930
406,433,1576,250,304,915,1245,2773,1243,1248
356,494,1411,922,1889,585,2880,306,1988,1348
3295,1552,805,1319,800,2408,2271,1372,2163,1528
2679,1012,2866,1139,2340,1788,2002,2256,566,616
1948,1087,2811,1549,1853,1917,2245,660,2033,617
2386,2393,833,2346,2186,1826,135,319,1121,1747
861,1952,1299,585,261,1253,1555,793,1902,2316
2604,1435,1027,244,732,434,1296,77,572,395
1088,1357,656,2014,776,2215,1310,685,2093,1193
-127,1254,12,-202,380,526,1031,1836,96,-160
2992,2345,1097,874,2796,234,2781,1157,227,102
2649,2009,329,1480,583,1330,-658,1849,2072,1473
713,3152,1256,1027,1274,2529,743,1525,1203,1118
864,2555,2808,2546,274,467,2712,2630,3419,553
2809,2808,379,2432,2422,225,2573,2865,1178,1560
2269,2708,2759,53,2818,586,477,210,1696,648
259,1238,2347,1917,2493,3067,621,3009,885,1324
1163,966,2062,1094,661,2850,1952,-169,2566,1854
1015,2749,-20,1457,1275,1310,2498,2512,1272,1367
1575,2502,538,1838,1055,2760,1817,1405,204,1325
535,1191,544,53,332,299,156,1084,1951,1901
1752,2669,3073,2008,789,1874,1381,2356,3084,901
33,1744,1396,1957,1289,2199,1366,2761,892,2652
1380,209,2809,1292,1208,970,710,2375,1770,2207
694,812,3036,494,2197,2573,1417,946,1204,1182
1111,1550,931,703,1657,2685,2410,148,-355,825
1997,1307,665,995,1155,667,2052,218,2654,1175
225,-22,1020,2568,2392,1760,2818,928,1561,2346
358,379,1396,2164,2310,2563,365,1133,234,-892
108,139,2616,1949,1194,943,1289,870,2995,1401
1480,2507,2647,3123,1848,561,2393,2942,1704,-46
1128,1546,748,2551,2669,2055,2593,1294,1680,1350
2150,518,2138,60,2328,1319,310,2357,262,1480
191,2185,2718,2039,1162,1740,1850,862,1165,789
850,643,2517,725,984,337,2497,1969,353,2433
2546,2287,576,1687,1202,210,2153,613,1056,2690
2738,2599,945,1723,2536,526,860,2163,2583,2532
1458,-7,1513,3387,1593,1350,2757,739,1883,1529
280,233,2322,1114,519,2055,1491,615,1473,2955
139,2393,1605,1010,902,2230,302,802,19,-204
2909,1260,1425,2303,481,2901,2290,342,1687,2722
883,-40,1017,2251,2544,542,-59,1284,2139,2070
2243,2164,882,1443,1485,922,1473,2819,251,1374
2769,2917,1051,2090,2207,3046,1642,1426,1513,2034
672,64,648,1611,477,2893,1846,2087,9,957
2287,3276,2980,2260,2576,2861,2241,2589,1380,669
1803,2219,1444,1583,2893,1220,614,1697,2365,1589
381,189,2223,2516,3108,2104,-33,1911,2656,161
2198,2523,1149,2439,2339,2611,1330,2099,151,2043
948,232,1365,2592,791,912,96,1012,1668,1351
2892,3122,2961,982,1246,2488,2072,1555,1784,1334
1894,389,1216,2631,678,1548,1999,2570,3308,1740
1034,768,2190,2130,1936,166,2641,699,189,697
2902,931,486,1411,3010,354,1531,989,2654,1055
793,1925,141,1888,2322,2942,1439,900,67,1692
2750,2339,2441,2246,1350,2365,1669,1013,1956,-234
2525,1702,741,1972,2693,2865,2542,2045,2705,825
1747,548,2471,2511,2346,2130,2029,1569,778,2211
226,-162,2114,872,1477,187,1738,681,2043,2512
213,1326,1614,2948,1330,1128,1607,1057,2208,2755
2018,1051,2050,3160,1995,436,542,1292,894,1679
2499,266,390,2491,885,88,2528,1761,1089,2794
3027,341,1806,2181,855,2519,1867,2302,2201,1731
860,1443,1148,2493,960,1683,1628,1942,2164,2265
2074,428,2644,2577,877,2360,16,761,1369,1482
2954,617,824,1570,1478,-603,1748,1335,2661,526
507,1131,1657,1314,464,-69,1966,1509,2545,1218
1185,596,2834,2390,2789,2270,2106,2213,269,2974
1667,83,1783,916,1694,1537,2963,736,1634,603
2137,2471,597,-41,1627,2873,2735,244,793,2883
1405,880,2558,2158,2769,694,2207,2590,816,402
1642,2957,988,1382,955,2403,2405,2402,710,1419
2703,1690,-56,247,860,2499,1225,855,-124,2982
1118,2700,259,560,147,1603,2018,1358,2688,241
1890,947,1183,2033,2576,2642,40,1060,2344,1953
351,1513,2522,1168,2437,1728,2578,2106,806,1587
1508,2773,240,2907,1076,1320,3118,1928,283,3355
2886,2435,980,726,2394,2315,1146,240,811,2813
1339,2196,1181,2507,2391,2542,1507,1467,545,2503
1,288,2976,602,17,1857,684,2899,2108,501
-131,1431,1624,3007,1901,518,2480,1222,3212,271
1987,2582,1294,645,224,1894,-18,2078,2957,2305
1029,2204,539,2004,2462,2287,2172,199,676,2506
1373,579,2387,2069,664,1731,2218,869,1625,2103
2839,1983,-83,556,1486,1378,3799,85,1571,2298
-250,2235,3039,2251,2268,1453,2531,1623,2385,536
506,587,4,1908,1797,2868,3014,1618,883,594
1847,2397,3032,260,2827,1479,1361,235,2319,2769
2385,3197,2404,2873,1912,3097,632,883,914,1308
