AREA,SUB AREA,AGE GROUP,SEASON,WEEK,THRESHOLD,BASELINE,PERCENT P&I,PERCENT PIC,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,NUM COVID-19 DEATHS,TOTAL PIC,TOTAL DEATHS,PERCENT COMPLETE
National,,All,2016-17,27,6.1,5.7,5.6,5.6,18,2824,0,2842,50959,> 100%
National,,All,2016-17,28,6,5.7,6.1,6.1,4,3047,0,3051,49973,> 100%
National,,All,2016-17,29,5.9,5.6,5.5,5.5,10,2755,0,2765,50127,> 100%
National,,All,2016-17,30,5.9,5.5,5.8,5.8,3,2853,0,2856,49362,> 100%
National,,All,2016-17,31,5.8,5.5,5.4,5.4,4,2695,0,2699,50087,> 100%
National,,All,2016-17,32,5.8,5.4,5.4,5.4,6,2723,0,2729,50237,> 100%
National,,All,2016-17,33,5.8,5.4,5.4,5.4,11,2689,0,2700,50185,> 100%
National,,All,2016-17,34,5.8,5.4,5.6,5.6,7,2756,0,2763,49517,> 100%
National,,All,2016-17,35,5.8,5.4,5.4,5.4,7,2716,0,2723,50832,> 100%
National,,All,2016-17,36,5.8,5.5,5.6,5.6,12,2825,0,2837,50981,> 100%
National,,All,2016-17,37,5.8,5.5,5.9,5.9,7,3021,0,3028,51694,> 100%
National,,All,2016-17,38,5.9,5.6,5.8,5.8,16,2935,0,2951,51230,> 100%
National,,All,2016-17,39,5.9,5.6,5.7,5.7,19,2888,0,2907,51343,> 100%
National,,All,2015-16,40,6.5,6.1,6.3,6.3,14,3207,0,3221,51096,> 100%
National,,All,2015-16,41,6.6,6.2,6.3,6.3,7,3145,0,3152,50038,> 100%
National,,All,2015-16,42,6.7,6.3,6.4,6.4,16,3227,0,3243,50925,> 100%
National,,All,2015-16,43,6.8,6.4,6.3,6.3,17,3171,0,3188,50483,> 100%
National,,All,2015-16,44,6.9,6.5,6.6,6.6,20,3355,0,3375,51176,> 100%
National,,All,2015-16,45,7,6.7,6.4,6.4,14,3228,0,3242,50750,> 100%
National,,All,2015-16,46,7.1,6.8,6.5,6.5,13,3358,0,3371,51812,> 100%
National,,All,2015-16,47,7.3,6.9,6.5,6.5,14,3337,0,3351,51492,> 100%
National,,All,2015-16,48,7.4,7,6.7,6.7,22,3461,0,3483,52067,> 100%
National,,All,2015-16,49,7.5,7.1,6.6,6.6,20,3537,0,3557,53752,> 100%
National,,All,2015-16,50,7.6,7.2,6.7,6.7,26,3482,0,3508,52268,> 100%
National,,All,2015-16,51,7.7,7.3,6.7,6.7,15,3535,0,3550,53213,> 100%
National,,All,2015-16,52,7.8,7.4,7.5,7.5,31,3925,0,3956,52613,> 100%
National,,All,2015-16,1,7.9,7.5,7.7,7.7,32,4246,0,4278,55863,> 100%
National,,All,2015-16,2,7.9,7.6,7.8,7.8,30,4284,0,4314,55594,> 100%
National,,All,2015-16,3,8,7.7,7.4,7.4,36,4048,0,4084,55226,> 100%
National,,All,2015-16,4,8.1,7.7,7.5,7.5,50,4116,0,4166,55664,> 100%
National,,All,2015-16,5,8.1,7.7,7.5,7.5,61,4086,0,4147,55138,> 100%
National,,All,2015-16,6,8.1,7.8,7.4,7.4,93,3991,0,4084,55460,> 100%
National,,All,2015-16,7,8.1,7.8,7.5,7.5,149,4051,0,4200,56170,> 100%
National,,All,2015-16,8,8.1,7.7,8,8,187,4232,0,4419,55201,> 100%
National,,All,2015-16,9,8.1,7.7,8.1,8.1,257,4253,0,4510,55929,> 100%
National,,All,2015-16,10,8,7.7,8.2,8.2,295,4288,0,4583,56228,> 100%
National,,All,2015-16,11,8,7.6,8.3,8.3,351,4154,0,4505,54583,> 100%
National,,All,2015-16,12,7.9,7.6,8.2,8.2,295,4194,0,4489,54811,> 100%
National,,All,2015-16,13,7.8,7.5,7.7,7.7,282,3896,0,4178,53942,> 100%
National,,All,2015-16,14,7.7,7.4,7.8,7.8,250,3945,0,4195,54071,> 100%
National,,All,2015-16,15,7.6,7.3,7.6,7.6,196,3891,0,4087,53494,> 100%
National,,All,2015-16,16,7.5,7.2,7.2,7.2,148,3684,0,3832,53162,> 100%
National,,All,2015-16,17,7.4,7.1,6.9,6.9,127,3402,0,3529,51080,> 100%
National,,All,2015-16,18,7.3,6.9,6.8,6.8,91,3403,0,3494,51282,> 100%
National,,All,2015-16,19,7.2,6.8,6.5,6.5,74,3240,0,3314,51005,> 100%
National,,All,2015-16,20,7,6.7,6.6,6.6,34,3290,0,3324,50470,> 100%
National,,All,2015-16,21,6.9,6.6,6.4,6.4,30,3199,0,3229,50491,> 100%
National,,All,2015-16,22,6.8,6.4,6.1,6.1,17,3025,0,3042,49712,> 100%
National,,All,2015-16,23,6.7,6.3,6.4,6.4,17,3175,0,3192,49917,> 100%
National,,All,2015-16,24,6.5,6.2,5.9,5.9,18,2920,0,2938,49913,> 100%
National,,All,2015-16,25,6.4,6.1,5.8,5.8,12,2876,0,2888,49623,> 100%
National,,All,2015-16,26,6.3,6,5.9,5.9,10,2915,0,2925,49753,> 100%
National,,All,2015-16,27,6.2,5.9,5.9,5.9,10,2914,0,2924,49702,> 100%
National,,All,2015-16,28,6.2,5.8,5.9,5.9,6,2926,0,2932,49637,> 100%
National,,All,2015-16,29,6.1,5.7,5.6,5.6,5,2768,0,2773,49281,> 100%
National,,All,2015-16,30,6,5.7,5.7,5.7,5,2804,0,2809,49699,> 100%
National,,All,2015-16,31,6,5.6,5.8,5.8,2,2846,0,2848,49510,> 100%
National,,All,2015-16,32,6,5.6,5.7,5.7,2,2827,0,2829,49743,> 100%
National,,All,2015-16,33,5.9,5.6,5.8,5.8,5,2867,0,2872,49812,> 100%
National,,All,2015-16,34,5.9,5.6,5.7,5.7,6,2827,0,2833,49516,> 100%
National,,All,2015-16,35,6,5.6,5.8,5.8,5,2869,0,2874,49585,> 100%
National,,All,2015-16,36,6,5.6,5.8,5.8,5,2881,0,2886,50084,> 100%
National,,All,2015-16,37,6,5.7,6.2,6.2,8,3093,0,3101,49924,> 100%
National,,All,2015-16,38,6.1,5.7,6.1,6.1,9,3017,0,3026,49889,> 100%
National,,All,2015-16,39,6.1,5.8,6,6,11,2986,0,2997,50265,> 100%
National,,All,2014-15,53,8.2,7.8,10.5,10.5,482,2290,0,2772,26477,0.56
National,,All,2014-15,1,8.3,7.9,10.8,10.8,1100,5575,0,6675,61762,> 100%
National,,All,2014-15,2,8.4,8,10.7,10.7,983,5589,0,6572,61163,> 100%
National,,All,2014-15,3,8.5,8.1,10.1,10.1,711,5184,0,5895,58646,> 100%
National,,All,2014-15,4,8.5,8.1,9.5,9.5,586,4857,0,5443,57295,> 100%
National,,All,2014-15,5,8.5,8.1,9.1,9.1,484,4740,0,5224,57363,> 100%
National,,All,2014-15,6,8.6,8.2,8.8,8.8,405,4584,0,4989,56661,> 100%
National,,All,2014-15,7,8.6,8.2,8.4,8.4,285,4502,0,4787,56670,> 100%
National,,All,2014-15,8,8.6,8.1,8.5,8.5,221,4559,0,4780,56333,> 100%
National,,All,2014-15,9,8.5,8.1,8.4,8.4,191,4545,0,4736,56506,> 100%
National,,All,2014-15,10,8.4,8,8.3,8.3,159,4447,0,4606,55739,> 100%
National,,All,2014-15,11,8.3,8,8,8,139,4196,0,4335,54455,> 100%
National,,All,2014-15,12,8.2,7.9,7.5,7.5,121,3901,0,4022,53400,> 100%
National,,All,2014-15,13,8.2,7.8,7.4,7.4,99,3844,0,3943,53206,> 100%
National,,All,2014-15,14,8.1,7.7,7.5,7.5,100,3838,0,3938,52836,> 100%
National,,All,2014-15,15,8,7.6,7.6,7.6,75,3925,0,4000,52879,> 100%
National,,All,2014-15,16,7.8,7.5,7.5,7.5,63,3808,0,3871,51623,> 100%
National,,All,2014-15,17,7.7,7.3,7.2,7.2,50,3653,0,3703,51486,> 100%
National,,All,2014-15,18,7.6,7.2,6.9,6.9,28,3550,0,3578,51690,> 100%
National,,All,2014-15,19,7.5,7.1,6.9,6.9,22,3474,0,3496,50713,> 100%
National,,All,2014-15,20,7.3,7,6.6,6.6,14,3240,0,3254,49395,> 100%
National,,All,2014-15,21,7.2,6.8,6.8,6.8,18,3373,0,3391,49845,> 100%
National,,All,2014-15,22,7.1,6.7,6.5,6.5,10,3198,0,3208,49260,> 100%
National,,All,2014-15,23,6.9,6.6,6.5,6.5,11,3215,0,3226,49812,> 100%
National,,All,2014-15,24,6.8,6.4,6.4,6.4,6,3150,0,3156,49113,> 100%
National,,All,2014-15,25,6.7,6.3,6.5,6.5,4,3198,0,3202,49069,> 100%
National,,All,2014-15,26,6.6,6.2,6.3,6.3,6,3112,0,3118,49246,> 100%
National,,All,2014-15,27,6.5,6.1,6.3,6.3,7,3082,0,3089,48949,> 100%
National,,All,2014-15,28,6.4,6,6.2,6.2,7,3033,0,3040,49264,> 100%
National,,All,2014-15,29,6.3,6,6.2,6.2,3,3011,0,3014,48660,> 100%
National,,All,2014-15,30,6.3,5.9,6,6,4,2920,0,2924,48712,> 100%
National,,All,2014-15,31,6.2,5.9,6.1,6.1,4,2947,0,2951,48319,> 100%
National,,All,2014-15,32,6.2,5.8,5.9,5.9,8,2843,0,2851,48188,> 100%
National,,All,2014-15,33,6.2,5.8,6.1,6.1,6,2935,0,2941,48464,> 100%
National,,All,2014-15,34,6.2,5.8,6,6,5,2906,0,2911,48518,> 100%
National,,All,2014-15,35,6.2,5.8,6,6,3,2940,0,2943,48753,> 100%
National,,All,2014-15,36,6.2,5.9,6,6,3,2950,0,2953,48820,> 100%
National,,All,2014-15,37,6.3,5.9,6.2,6.2,6,3013,0,3019,48970,> 100%
National,,All,2014-15,38,6.3,6,6.2,6.2,8,3052,0,3060,49306,> 100%
National,,All,2014-15,39,6.4,6,6.3,6.3,6,3060,0,3066,48888,> 100%
National,,All,2022-23,40,5.8,5.4,6,8.5,14,2398,1500,3393,40055,0.84
National,,All,2022-23,41,5.8,5.5,6.1,8.8,18,1413,931,2060,23540,0.5
National,,All,2021-22,40,5.7,5.4,14.2,20.6,20,9743,11177,14177,68969,> 100%
National,,All,2021-22,41,5.8,5.5,13.1,19.1,11,8853,9878,12866,67422,> 100%
National,,All,2021-22,42,5.9,5.6,12.4,17.8,15,8255,8941,11899,66923,> 100%
National,,All,2021-22,43,6,5.7,11.8,16.6,14,7789,7959,11033,66324,> 100%
National,,All,2021-22,44,6.1,5.8,11,15.6,7,7302,7287,10382,66495,> 100%
National,,All,2021-22,45,6.2,5.9,10.7,15.3,26,7205,7159,10275,67324,> 100%
National,,All,2021-22,46,6.3,6,11,15.7,16,7325,7309,10500,66813,> 100%
National,,All,2021-22,47,6.4,6.1,11.2,16.4,19,7590,7887,11102,67821,> 100%
National,,All,2021-22,48,6.5,6.2,11.9,17.4,37,8324,8781,12154,70021,> 100%
National,,All,2021-22,49,6.6,6.3,12.6,18.4,56,8987,9734,13212,71987,> 100%
National,,All,2021-22,50,6.7,6.4,13.2,19.2,58,9303,10249,13651,71176,> 100%
National,,All,2021-22,51,6.8,6.5,13.2,19.4,86,9418,10455,14020,72132,> 100%
National,,All,2021-22,52,6.9,6.6,13.7,20.7,152,10047,11666,15401,74223,> 100%
National,,All,2021-22,1,7,6.7,15,23.9,187,11781,15086,18993,79543,> 100%
National,,All,2021-22,2,7.1,6.7,16.1,26.8,141,13518,19031,22759,84825,> 100%
National,,All,2021-22,3,7.1,6.8,17,29.2,148,14384,21274,24884,85339,> 100%
National,,All,2021-22,4,7.2,6.9,16.9,28.7,92,14222,20905,24367,84790,> 100%
National,,All,2021-22,5,7.2,6.9,16.4,27.3,88,13185,18693,22099,80928,> 100%
National,,All,2021-22,6,7.2,6.9,14.5,23.9,85,11050,15260,18385,76828,> 100%
National,,All,2021-22,7,7.2,6.9,13,20.7,67,9097,11499,14582,70615,> 100%
National,,All,2021-22,8,7.2,6.9,11.2,17.2,64,7274,8254,11347,65799,> 100%
National,,All,2021-22,9,7.2,6.9,9.6,14.2,62,6091,6017,9094,64219,> 100%
National,,All,2021-22,10,7.2,6.9,7.9,11.7,64,4810,4379,7212,61633,> 100%
National,,All,2021-22,11,7.1,6.8,7.4,10.1,64,4391,3108,6118,60350,> 100%
National,,All,2021-22,12,7.1,6.8,6.9,9.3,84,3921,2490,5401,58356,> 100%
National,,All,2021-22,13,7,6.7,6.3,8.3,75,3592,1897,4815,57784,> 100%
National,,All,2021-22,14,7,6.7,5.9,7.7,95,3319,1539,4402,57524,> 100%
National,,All,2021-22,15,6.9,6.6,6.1,7.6,93,3391,1397,4376,57565,> 100%
National,,All,2021-22,16,6.8,6.5,6,7.5,104,3299,1340,4261,56519,> 100%
National,,All,2021-22,17,6.7,6.4,5.9,7.5,95,3299,1416,4312,57122,> 100%
National,,All,2021-22,18,6.6,6.3,5.8,7.4,82,3231,1420,4261,57327,> 100%
National,,All,2021-22,19,6.5,6.2,6,7.9,96,3371,1658,4578,57712,> 100%
National,,All,2021-22,20,6.4,6.1,6.3,8.3,89,3502,1727,4781,57412,> 100%
National,,All,2021-22,21,6.3,6,6,8.2,83,3341,1926,4662,56864,> 100%
National,,All,2021-22,22,6.2,5.9,6.3,8.5,81,3505,1974,4891,57310,> 100%
National,,All,2021-22,23,6.1,5.8,6.2,8.5,71,3502,2102,4935,57765,> 100%
National,,All,2021-22,24,6,5.7,6.3,8.8,73,3547,2172,5026,57437,> 100%
National,,All,2021-22,25,5.9,5.6,6.1,8.6,34,3491,2293,5011,57959,> 100%
National,,All,2021-22,26,5.8,5.5,6,8.7,40,3445,2379,5021,57689,> 100%
National,,All,2021-22,27,5.7,5.4,6.2,9,35,3546,2545,5211,57740,> 100%
National,,All,2021-22,28,5.7,5.3,6.1,9.4,18,3541,2871,5467,57963,> 100%
National,,All,2021-22,29,5.6,5.3,6.4,9.9,24,3746,3156,5865,59266,> 100%
National,,All,2021-22,30,5.5,5.2,6.5,10.2,21,3761,3320,5939,58113,> 100%
National,,All,2021-22,31,5.5,5.2,6.4,10.1,15,3720,3264,5874,58402,> 100%
National,,All,2021-22,32,5.5,5.2,6.5,10.1,13,3760,3182,5793,57635,> 100%
National,,All,2021-22,33,5.5,5.2,6.4,9.8,19,3638,3062,5618,57288,> 100%
National,,All,2021-22,34,5.5,5.2,6.3,9.6,13,3575,2906,5441,56775,> 100%
National,,All,2021-22,35,5.5,5.2,6.1,9.3,12,3421,2778,5234,56165,> 100%
National,,All,2021-22,36,5.5,5.2,6.1,9.3,18,3426,2647,5194,56105,> 100%
National,,All,2021-22,37,5.6,5.3,6.1,9,15,3341,2332,4887,54579,> 100%
National,,All,2021-22,38,5.6,5.3,6.1,8.9,19,3193,2264,4708,52662,> 100%
National,,All,2021-22,39,5.7,5.4,6.1,8.7,14,2856,1883,4072,46730,0.98
National,,All,2020-21,40,5.6,5.3,8.1,11.8,8,4829,4240,7038,59712,> 100%
National,,All,2020-21,41,5.7,5.4,8.4,12.4,12,5186,4813,7644,61672,> 100%
National,,All,2020-21,42,5.8,5.5,8.7,13.2,16,5218,5195,7964,60507,> 100%
National,,All,2020-21,43,5.9,5.6,9.1,14.3,15,5646,5990,8898,62093,> 100%
National,,All,2020-21,44,6,5.7,9.7,15.7,21,6145,7019,9926,63327,> 100%
National,,All,2020-21,45,6.1,5.8,10.5,17.4,21,7090,8754,11771,67473,> 100%
National,,All,2020-21,46,6.2,5.9,11.8,19.9,20,8060,10644,13681,68729,> 100%
National,,All,2020-21,47,6.3,6,13.2,23,30,9419,13343,16460,71539,> 100%
National,,All,2020-21,48,6.4,6.1,14.3,25.4,27,10465,15615,18590,73182,> 100%
National,,All,2020-21,49,6.5,6.2,15.7,28.1,35,12071,18545,21746,77275,> 100%
National,,All,2020-21,50,6.6,6.3,16.2,29.5,29,13269,20913,24173,81861,> 100%
National,,All,2020-21,51,6.7,6.4,17.3,30.9,32,14293,22313,25611,82800,> 100%
National,,All,2020-21,52,6.8,6.5,17.7,31.7,32,14894,23363,26693,84224,> 100%
National,,All,2020-21,53,6.9,6.6,18.5,32.5,43,16038,24843,28269,86860,> 100%
National,,All,2020-21,1,7,6.7,19.4,33.8,32,16800,25973,29362,86889,> 100%
National,,All,2020-21,2,7,6.7,19.4,33.3,36,16884,25688,29068,87233,> 100%
National,,All,2020-21,3,7.1,6.8,18.9,32.2,31,15777,23684,26917,83541,> 100%
National,,All,2020-21,4,7.1,6.8,17.5,29.6,34,13832,20321,23376,79051,> 100%
National,,All,2020-21,5,7.2,6.9,16.1,26.4,28,12258,17033,20127,76351,> 100%
National,,All,2020-21,6,7.2,6.9,14.3,23.1,24,10202,13518,16473,71388,> 100%
National,,All,2020-21,7,7.2,6.9,12.9,20,15,8921,10807,13880,69374,> 100%
National,,All,2020-21,8,7.2,6.9,11.3,17.4,18,7520,8653,11583,66619,> 100%
National,,All,2020-21,9,7.2,6.9,10.4,15.2,26,6579,6731,9691,63578,> 100%
National,,All,2020-21,10,7.1,6.8,9.4,13.7,13,5769,5724,8480,61751,> 100%
National,,All,2020-21,11,7.1,6.8,8.8,12.7,6,5306,4892,7664,60245,> 100%
National,,All,2020-21,12,7,6.7,8.4,11.9,17,5088,4460,7244,60713,> 100%
National,,All,2020-21,13,7,6.7,8.2,11.7,17,4757,4197,6845,58569,> 100%
National,,All,2020-21,14,6.9,6.6,8.2,11.6,12,4955,4313,7046,60884,> 100%
National,,All,2020-21,15,6.8,6.5,8.4,11.9,7,4952,4449,7049,59021,> 100%
National,,All,2020-21,16,6.7,6.4,8.5,12.1,15,5122,4599,7285,60147,> 100%
National,,All,2020-21,17,6.6,6.3,8.2,11.4,6,4873,4164,6822,59688,> 100%
National,,All,2020-21,18,6.5,6.2,8.1,11.3,9,4770,4006,6633,58891,> 100%
National,,All,2020-21,19,6.4,6.1,7.8,10.6,10,4529,3678,6200,58334,> 100%
National,,All,2020-21,20,6.3,6,7.4,9.9,9,4351,3237,5817,58636,> 100%
National,,All,2020-21,21,6.2,5.9,7,9.2,5,4017,2770,5251,57217,> 100%
National,,All,2020-21,22,6.1,5.8,6.8,8.6,8,3883,2347,4911,57353,> 100%
National,,All,2020-21,23,6,5.7,6.6,8.2,6,3748,2034,4674,57001,> 100%
National,,All,2020-21,24,5.9,5.6,6.5,7.9,11,3691,1776,4504,57107,> 100%
National,,All,2020-21,25,5.8,5.5,6.1,7.5,8,3474,1632,4258,56766,> 100%
National,,All,2020-21,26,5.7,5.4,5.9,7.1,7,3384,1542,4103,57403,> 100%
National,,All,2020-21,27,5.7,5.4,6.2,7.5,3,3554,1645,4305,57051,> 100%
National,,All,2020-21,28,5.6,5.3,6.7,8.3,8,3833,1990,4747,57061,> 100%
National,,All,2020-21,29,5.5,5.2,7.3,9.3,9,4229,2760,5448,58323,> 100%
National,,All,2020-21,30,5.5,5.2,8.5,11.4,10,5094,4105,6874,60183,> 100%
National,,All,2020-21,31,5.5,5.2,10.3,14.6,11,6533,6481,9278,63602,> 100%
National,,All,2020-21,32,5.4,5.1,12.7,18.4,11,8491,9405,12285,66880,> 100%
National,,All,2020-21,33,5.4,5.1,14.6,21.6,11,10164,12179,15108,69811,> 100%
National,,All,2020-21,34,5.4,5.1,16,23.8,16,11499,14170,17128,71975,> 100%
National,,All,2020-21,35,5.5,5.2,16.8,25,32,12317,15490,18346,73352,> 100%
National,,All,2020-21,36,5.5,5.2,16.8,25,15,12324,15414,18361,73564,> 100%
National,,All,2020-21,37,5.5,5.2,16.7,25,17,12172,15208,18260,73144,> 100%
National,,All,2020-21,38,5.6,5.3,16,24.1,18,11512,14347,17345,72034,> 100%
National,,All,2020-21,39,5.7,5.3,15,22.2,19,10685,12828,15815,71197,> 100%
National,,All,2019-20,40,5.7,5.3,5.2,5.2,17,2716,0,2733,52564,> 100%
National,,All,2019-20,41,5.7,5.4,5.3,5.3,16,2784,0,2800,53092,> 100%
National,,All,2019-20,42,5.8,5.5,5.5,5.5,18,2993,0,3011,54341,> 100%
National,,All,2019-20,43,5.9,5.6,5.6,5.6,30,2997,0,3027,54049,> 100%
National,,All,2019-20,44,6,5.7,5.5,5.5,31,2929,0,2960,54087,> 100%
National,,All,2019-20,45,6.1,5.8,5.6,5.6,31,3084,0,3115,55699,> 100%
National,,All,2019-20,46,6.2,5.9,5.6,5.6,39,3109,0,3148,55889,> 100%
National,,All,2019-20,47,6.3,6,5.5,5.5,50,3015,0,3065,56200,> 100%
National,,All,2019-20,48,6.4,6.1,5.5,5.5,66,3000,0,3066,55468,> 100%
National,,All,2019-20,49,6.5,6.2,6,6,101,3332,0,3433,57303,> 100%
National,,All,2019-20,50,6.6,6.3,6.2,6.2,111,3486,0,3597,57660,> 100%
National,,All,2019-20,51,6.7,6.4,6.1,6.1,129,3395,0,3524,57425,> 100%
National,,All,2019-20,52,6.8,6.5,6.4,6.4,203,3540,0,3743,58462,> 100%
National,,All,2019-20,1,6.9,6.6,7.6,7.6,432,4102,0,4534,60034,> 100%
National,,All,2019-20,2,7,6.6,7.6,7.6,472,4137,1,4609,60588,> 100%
National,,All,2019-20,3,7,6.7,7.6,7.6,465,4057,2,4522,59217,> 100%
National,,All,2019-20,4,7.1,6.8,7.5,7.5,498,3905,3,4406,59020,> 100%
National,,All,2019-20,5,7.1,6.8,7.3,7.3,480,3810,0,4290,58701,> 100%
National,,All,2019-20,6,7.1,6.8,7.3,7.3,519,3816,4,4338,59355,> 100%
National,,All,2019-20,7,7.1,6.8,7.5,7.5,560,3839,6,4403,58699,> 100%
National,,All,2019-20,8,7.1,6.8,7.3,7.3,566,3711,6,4280,58771,> 100%
National,,All,2019-20,9,7.1,6.8,7.6,7.6,655,3837,9,4496,59203,> 100%
National,,All,2019-20,10,7.1,6.8,7.7,7.8,634,3976,38,4628,59570,> 100%
National,,All,2019-20,11,7.1,6.8,7.8,7.9,625,3971,60,4625,58553,> 100%
National,,All,2019-20,12,7,6.7,8.6,9.2,558,4543,586,5422,59096,> 100%
National,,All,2019-20,13,7,6.7,10.5,13.2,445,6169,3211,8319,62873,> 100%
National,,All,2019-20,14,6.9,6.6,14.4,21.5,476,9911,10113,15486,72145,> 100%
National,,All,2019-20,15,6.8,6.5,15.8,26.8,473,11988,16306,21178,78946,> 100%
National,,All,2019-20,16,6.8,6.5,15.2,27.8,263,11405,17201,21344,76697,> 100%
National,,All,2019-20,17,6.7,6.4,14.2,26.2,143,10369,15525,19325,73774,> 100%
National,,All,2019-20,18,6.6,6.3,13,24.1,66,8929,13199,16657,69181,> 100%
National,,All,2019-20,19,6.5,6.2,11.8,21.5,48,7825,11223,14370,66709,> 100%
National,,All,2019-20,20,6.4,6.1,10.6,19,22,6779,9229,12227,64399,> 100%
National,,All,2019-20,21,6.3,6,9.6,16.5,24,5894,7228,10161,61520,> 100%
National,,All,2019-20,22,6.2,5.9,8.9,15,12,5266,6160,8956,59595,> 100%
National,,All,2019-20,23,6.1,5.8,8.3,13.3,11,4895,5046,7799,58804,> 100%
National,,All,2019-20,24,6,5.7,7.9,11.9,11,4539,4227,6910,57920,> 100%
National,,All,2019-20,25,5.9,5.6,7.5,11.4,8,4363,3844,6611,57904,> 100%
National,,All,2019-20,26,5.8,5.5,7.3,11.2,12,4271,3835,6551,58392,> 100%
National,,All,2019-20,27,5.7,5.4,7.6,11.9,4,4559,4540,7097,59702,> 100%
National,,All,2019-20,28,5.6,5.3,9,13.9,10,5535,5770,8600,61800,> 100%
National,,All,2019-20,29,5.5,5.2,9.8,15.7,13,6182,7166,9915,62998,> 100%
National,,All,2019-20,30,5.5,5.2,10.6,17.2,11,6765,8229,11035,64122,> 100%
National,,All,2019-20,31,5.5,5.1,10.7,17.2,13,6840,8285,11058,64121,> 100%
National,,All,2019-20,32,5.4,5.1,10.7,16.8,10,6805,7848,10689,63576,> 100%
National,,All,2019-20,33,5.4,5.1,10.3,15.9,5,6508,7248,10084,63511,> 100%
National,,All,2019-20,34,5.4,5.1,9.6,14.6,12,5968,6375,9136,62440,> 100%
National,,All,2019-20,35,5.4,5.1,9.1,13.8,12,5541,5739,8404,60980,> 100%
National,,All,2019-20,36,5.4,5.1,8.7,12.8,9,5204,5010,7719,60126,> 100%
National,,All,2019-20,37,5.5,5.2,8.3,12.2,7,4942,4618,7272,59548,> 100%
National,,All,2019-20,38,5.5,5.2,8,11.7,5,4772,4273,7002,59638,> 100%
National,,All,2019-20,39,5.6,5.3,8.2,11.8,4,4933,4296,7117,60506,> 100%
National,,All,2018-19,40,5.8,5.5,5.7,5.7,10,2969,0,2979,52357,> 100%
National,,All,2018-19,41,5.9,5.6,5.5,5.5,12,2865,0,2877,51849,> 100%
National,,All,2018-19,42,6,5.6,5.7,5.7,18,2989,0,3007,52979,> 100%
National,,All,2018-19,43,6.1,5.7,5.7,5.7,24,3065,0,3089,53763,> 100%
National,,All,2018-19,44,6.2,5.8,5.6,5.6,25,3003,0,3028,53638,> 100%
National,,All,2018-19,45,6.3,5.9,5.7,5.7,30,3022,0,3052,53561,> 100%
National,,All,2018-19,46,6.4,6,5.8,5.8,26,3143,0,3169,54698,> 100%
National,,All,2018-19,47,6.5,6.2,5.9,5.9,31,3178,0,3209,54847,> 100%
National,,All,2018-19,48,6.6,6.3,6,6,38,3287,0,3325,55060,> 100%
National,,All,2018-19,49,6.7,6.4,6.2,6.2,56,3399,0,3455,55967,> 100%
National,,All,2018-19,50,6.8,6.5,6.4,6.4,51,3552,0,3603,56387,> 100%
National,,All,2018-19,51,6.9,6.6,6.3,6.3,88,3490,0,3578,56528,> 100%
National,,All,2018-19,52,7,6.7,6.7,6.7,141,3636,0,3777,56026,> 100%
National,,All,2018-19,1,7,6.7,7.1,7.1,211,3919,0,4130,58299,> 100%
National,,All,2018-19,2,7.1,6.8,7.4,7.4,259,4055,0,4314,58362,> 100%
National,,All,2018-19,3,7.2,6.9,7.5,7.5,246,4099,0,4345,58220,> 100%
National,,All,2018-19,4,7.2,6.9,7.2,7.2,276,3899,0,4175,57908,> 100%
National,,All,2018-19,5,7.3,7,7.3,7.3,327,3893,0,4220,58151,> 100%
National,,All,2018-19,6,7.3,7,7.3,7.3,367,3891,0,4258,58524,> 100%
National,,All,2018-19,7,7.3,7,7.5,7.5,483,3896,0,4379,58000,> 100%
National,,All,2018-19,8,7.3,7,7.7,7.7,474,3988,0,4462,58005,> 100%
National,,All,2018-19,9,7.3,7,7.4,7.4,516,3759,0,4275,57972,> 100%
National,,All,2018-19,10,7.3,7,7.3,7.3,543,3753,0,4296,58546,> 100%
National,,All,2018-19,11,7.2,6.9,7.8,7.8,511,3979,0,4490,57917,> 100%
National,,All,2018-19,12,7.2,6.9,7.5,7.5,480,3798,0,4278,57096,> 100%
National,,All,2018-19,13,7.1,6.8,7.4,7.4,459,3714,0,4173,56675,> 100%
National,,All,2018-19,14,7,6.7,7,7,339,3635,0,3974,56598,> 100%
National,,All,2018-19,15,7,6.6,6.8,6.8,303,3451,0,3754,55492,> 100%
National,,All,2018-19,16,6.9,6.6,6.6,6.6,202,3414,0,3616,54470,> 100%
National,,All,2018-19,17,6.8,6.5,6.4,6.4,156,3274,0,3430,53656,> 100%
National,,All,2018-19,18,6.7,6.4,6.2,6.2,97,3224,0,3321,53987,> 100%
National,,All,2018-19,19,6.6,6.2,6.2,6.2,68,3230,0,3298,53478,> 100%
National,,All,2018-19,20,6.4,6.1,6,6,50,3159,0,3209,53578,> 100%
National,,All,2018-19,21,6.3,6,5.9,5.9,30,3150,0,3180,53695,> 100%
National,,All,2018-19,22,6.2,5.9,6,6,29,3119,0,3148,52727,> 100%
National,,All,2018-19,23,6.1,5.8,5.8,5.8,21,3048,0,3069,53141,> 100%
National,,All,2018-19,24,6,5.7,5.6,5.6,16,2936,0,2952,52647,> 100%
National,,All,2018-19,25,5.9,5.6,5.7,5.7,13,2955,0,2968,52292,> 100%
National,,All,2018-19,26,5.8,5.5,5.6,5.6,15,2900,0,2915,52209,> 100%
