Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
560,10,22,35,20,34,24,36,21,33,18,44,8,24,23,25,22,30,20,38,8,767,56,6,25,-1,18,18
350,0,22,35,20,34,24,36,21,33,18,44,8,22,23,25,23,30,20,38,8,767,55,6,25,-1,43,43
250,0,22,35,20,34,24,36,21,33,18,44,8,22,23,25,22,30,20,38,8,767,55,6,25,-1,10,10
210,10,22,34,20,34,24,36,21,33,18,44,8,21,23,25,22,30,20,38,8,767,56,6,25,-1,39,39
150,0,22,34,20,34,24,35,21,34,18,44,8,21,23,25,22,30,20,38,8,767,57,5,25,0,38,38
80,0,22,34,20,34,24,35,21,34,18,44,8,22,23,24,22,30,20,38,8,767,58,5,25,0,2,2
210,0,22,34,21,33,24,35,21,34,18,44,8,22,23,24,22,30,20,38,7,767,58,5,25,0,40,40
580,10,22,34,21,33,24,34,21,34,18,44,8,22,23,24,22,30,20,38,7,767,59,4,25,0,6,6
310,0,22,35,20,34,24,34,21,34,18,44,7,23,23,24,22,30,20,38,7,767,60,4,25,0,3,3
270,0,22,35,20,35,24,34,21,34,18,44,7,23,23,24,22,30,20,38,7,767,62,4,24,0,25,25
250,0,22,36,20,37,23,34,21,33,18,44,7,23,23,24,22,30,20,38,6,767,63,4,24,0,23,23
380,0,22,36,20,37,23,34,21,33,18,44,7,24,23,24,22,30,20,38,6,767,65,4,24,0,33,33
470,10,22,37,20,38,23,34,21,33,18,45,6,26,23,24,22,30,20,38,6,767,67,3,23,0,6,6
290,0,22,38,20,39,23,34,21,32,18,45,6,27,23,24,22,30,20,38,5,767,68,3,22,0,8,8
80,10,22,40,20,41,23,34,21,32,18,45,5,29,22,24,22,30,20,38,5,767,70,3,22,0,12,12
90,10,23,40,20,43,23,35,21,32,18,46,5,30,22,24,22,30,20,38,5,767,69,3,22,-1,45,45
100,10,23,40,20,43,23,35,21,32,18,46,5,30,22,25,22,30,20,38,5,767,68,3,22,-1,40,40
100,0,23,40,20,42,23,35,21,33,18,47,5,31,22,25,22,30,20,38,5,767,68,3,22,-1,24,24
110,10,23,39,20,42,23,35,21,34,18,47,5,31,22,24,22,30,20,38,5,767,67,3,23,-1,3,3
110,10,23,39,20,42,23,35,21,34,18,47,4,31,22,24,22,30,20,38,5,767,66,3,23,-1,23,23
140,20,23,38,20,41,23,35,21,34,19,64,4,31,22,24,22,30,20,37,5,767,65,3,23,-1,37,37
110,40,23,38,20,41,23,36,21,34,19,71,4,32,22,24,22,31,20,37,4,767,66,3,23,-1,39,39
110,20,23,38,20,41,23,36,21,35,19,68,4,32,22,24,22,31,20,37,4,767,67,3,23,-1,13,13
90,30,23,38,20,40,23,36,21,35,20,65,4,33,22,24,22,31,20,37,4,767,68,2,22,-2,39,39
110,20,23,37,20,40,22,35,21,35,20,63,4,33,22,24,22,31,20,38,4,767,68,2,22,-2,27,27
90,10,23,37,20,40,22,35,21,35,19,61,4,33,22,24,22,31,20,38,3,767,69,2,22,-2,41,41
100,0,23,37,20,40,22,36,21,35,20,76,3,33,22,24,22,31,20,38,3,767,70,2,22,-2,46,46
120,10,23,37,20,39,22,35,21,35,21,86,3,33,22,24,22,31,20,38,3,767,70,2,22,-2,5,5
110,30,23,36,20,39,22,35,21,35,21,88,3,33,22,24,22,32,20,38,3,767,70,2,22,-2,28,28
100,20,23,36,20,39,22,35,21,34,20,82,3,34,21,25,22,33,20,38,3,767,70,2,22,-2,1,1
100,20,23,36,20,39,22,35,21,34,20,70,3,35,21,24,22,33,20,38,3,767,71,3,22,-2,11,11
120,20,23,36,20,39,22,35,21,34,20,59,3,35,21,25,22,34,20,38,3,767,71,3,22,-2,18,18
110,20,23,36,20,39,22,35,21,34,20,55,2,36,21,25,22,34,20,38,3,767,71,3,22,-2,41,41
90,30,23,36,20,39,22,35,21,34,20,51,2,37,21,25,23,34,20,38,3,767,71,3,22,-2,31,31
70,20,23,36,20,39,22,35,21,34,20,49,2,38,21,25,23,34,20,38,3,767,71,3,22,-2,13,13
60,20,23,36,20,39,22,35,21,34,20,48,2,38,21,25,23,35,20,37,3,767,72,2,22,-2,37,37
70,30,23,36,20,39,22,35,21,35,20,47,2,38,21,25,23,35,20,38,2,767,72,2,22,-2,46,46
60,20,22,36,19,39,22,36,21,35,20,46,2,38,21,26,23,36,20,38,2,767,72,2,22,-2,35,35
50,20,22,36,19,40,22,36,21,35,20,45,2,39,21,26,23,36,20,38,2,767,72,2,22,-2,44,44
60,30,22,36,19,40,22,36,21,35,20,45,2,39,21,26,23,37,20,38,2,767,73,2,22,-2,34,34
60,20,22,36,19,40,22,36,21,35,20,44,2,38,21,26,23,37,20,38,2,767,73,2,22,-2,33,33
60,20,22,36,19,40,22,36,21,35,20,44,2,39,21,26,23,37,20,38,2,767,74,2,22,-2,30,30
70,20,22,36,19,40,22,36,21,35,20,43,2,39,21,26,23,37,20,38,2,767,75,3,22,-2,31,31
70,30,22,36,19,40,22,36,21,35,20,43,2,39,21,26,22,37,20,38,2,767,75,3,22,-2,42,42
50,10,22,36,19,40,22,35,21,35,20,43,2,40,21,26,22,37,20,38,1,767,76,3,22,-2,20,20
60,10,22,36,19,40,22,36,21,35,20,42,1,40,21,27,22,38,20,38,1,767,76,3,22,-3,40,40
40,0,22,36,19,40,22,36,21,35,20,42,1,40,21,27,22,38,20,38,1,766,77,3,22,-3,2,2
40,0,22,36,19,40,22,36,21,34,20,42,1,41,21,27,22,39,20,38,1,766,77,2,22,-3,31,31
20,10,22,36,19,40,22,35,21,34,20,42,1,42,21,27,22,39,19,38,1,766,77,2,21,-3,45,45
30,0,22,36,18,41,22,35,21,34,20,42,1,42,21,27,22,39,19,38,1,766,78,2,21,-3,15,15
30,0,22,36,18,41,22,35,21,34,20,41,0,43,21,27,22,39,19,38,1,766,78,2,21,-3,27,27
60,0,22,36,18,41,22,35,21,34,20,41,0,44,21,27,22,39,19,38,1,766,79,2,28,-3,36,36
50,0,22,36,18,41,22,35,21,34,20,41,0,45,21,27,22,39,19,38,1,766,80,2,36,-3,11,11
50,0,22,36,18,41,22,35,21,34,20,41,0,46,21,27,22,39,19,38,0,766,80,2,43,-3,15,15
50,0,22,36,18,41,22,35,21,34,20,41,0,46,21,27,22,39,19,38,0,766,81,2,50,-2,16,16
50,0,22,36,18,41,22,35,21,34,20,41,0,47,21,27,22,39,19,38,0,767,82,2,58,-2,23,23
40,0,22,36,18,41,22,35,21,34,20,41,0,47,21,27,22,39,20,38,0,767,83,2,65,-2,8,8
50,10,22,36,18,41,22,35,20,34,20,41,0,48,21,27,22,39,20,38,0,767,83,2,65,-2,48,48
40,0,22,36,18,41,22,35,20,34,20,40,0,49,21,27,22,39,19,38,0,766,83,2,65,-2,26,26
50,0,22,36,18,41,22,35,20,34,20,40,0,49,21,27,22,39,19,38,0,766,83,2,65,-2,36,36
60,0,21,36,18,41,22,35,20,34,20,40,0,50,21,27,22,39,19,38,0,766,83,2,65,-2,11,11
50,0,21,36,18,41,22,35,20,34,20,40,0,50,21,27,22,39,19,38,0,766,83,2,65,-2,44,44
50,0,21,36,18,41,22,35,20,34,20,40,0,51,21,27,22,40,19,38,0,766,83,2,65,-2,0,0
40,0,21,36,18,41,22,35,20,34,20,40,0,51,21,27,22,40,19,38,0,766,84,2,65,-2,28,28
40,0,21,36,18,41,22,35,20,34,20,40,0,53,21,27,22,40,19,38,0,766,84,2,64,-2,22,22
30,10,21,35,18,41,22,35,20,34,20,40,0,54,21,27,22,40,19,38,0,766,84,2,64,-2,14,14
30,0,21,35,18,41,22,35,20,34,20,40,0,54,21,28,22,40,19,38,0,766,85,1,64,-3,2,2
30,0,21,35,17,41,22,35,20,34,20,40,-1,54,21,28,22,40,19,39,0,766,86,1,63,-3,42,42
40,0,21,36,17,41,22,35,20,34,20,40,-1,55,21,28,22,39,19,39,0,766,86,1,63,-3,21,21
60,0,21,36,17,41,22,35,20,34,19,40,-1,55,21,28,22,39,19,39,-1,766,86,1,63,-3,34,34
50,0,21,36,17,41,22,35,20,33,19,40,-1,56,21,28,22,39,19,39,-1,766,86,1,63,-3,9,9
50,0,21,36,17,41,22,36,20,33,19,40,-1,57,21,28,22,39,19,39,-1,766,86,1,62,-3,13,13
50,0,21,36,17,41,22,36,20,33,19,40,-1,57,21,28,22,39,19,39,-1,766,87,1,62,-3,36,36
40,0,21,36,17,41,22,36,20,33,19,40,-1,56,21,28,22,39,19,39,-1,766,87,1,62,-3,30,30
50,0,21,36,17,41,22,36,20,33,19,40,-1,57,21,28,22,39,19,39,-1,766,87,1,62,-3,25,25
50,10,21,36,17,41,22,36,20,33,19,40,-2,57,20,28,22,39,20,39,-1,766,87,1,62,-3,43,43
60,0,21,36,17,41,22,36,20,33,19,40,-2,58,20,28,22,39,19,39,-1,766,88,1,62,-3,46,46
50,0,21,36,17,41,22,36,20,33,19,40,-2,59,20,28,22,39,19,39,-1,766,88,1,62,-3,33,33
40,0,21,36,17,42,22,36,20,33,19,40,-2,59,20,28,22,39,19,39,-2,766,88,1,61,-3,23,23
60,0,21,36,17,42,22,36,20,33,19,40,-2,60,20,28,22,39,19,39,-2,766,89,1,61,-3,35,35
40,0,21,36,17,42,22,36,20,33,19,40,-2,61,20,28,22,39,19,39,-2,766,89,1,61,-3,2,2
50,0,21,35,17,42,22,36,20,33,19,40,-2,61,20,28,22,39,19,39,-2,766,89,1,61,-3,43,43
40,0,21,35,17,42,22,36,20,33,19,40,-2,62,20,28,22,39,19,39,-2,766,89,1,61,-3,25,25
50,0,21,35,17,42,22,36,20,33,19,40,-2,61,20,28,22,39,19,39,-1,766,90,2,60,-3,5,5
40,0,21,35,17,42,22,36,20,33,19,40,-2,61,20,28,22,39,19,39,-1,766,90,2,60,-3,43,43
40,0,21,35,17,42,22,36,20,33,19,40,-2,62,20,28,22,39,19,39,-1,766,90,2,60,-3,34,34
130,0,21,35,17,42,22,36,20,33,19,40,-2,62,20,28,22,39,19,39,-1,766,90,2,60,-2,22,22
330,0,21,36,17,42,22,36,20,33,19,40,-2,63,20,28,22,40,19,39,-1,766,90,2,60,-2,30,30
220,0,21,36,17,42,22,35,20,33,19,41,-2,64,20,28,22,40,19,39,-1,766,91,2,60,-2,35,35
110,0,21,36,17,41,21,35,20,33,19,41,-1,65,20,27,22,39,19,39,-1,766,91,2,60,-2,0,0
60,10,21,36,17,41,21,35,20,33,19,42,-1,65,20,27,22,39,19,39,-1,766,91,2,61,-2,24,24
60,0,21,36,17,41,21,35,20,33,19,42,-1,65,20,27,21,38,19,39,-1,766,92,2,61,-2,23,23
70,0,21,36,17,41,21,35,20,33,19,42,-1,65,20,27,21,38,19,39,0,766,92,2,61,-2,31,31
60,0,21,35,17,40,21,35,20,33,19,42,-1,65,20,27,21,37,19,38,0,766,91,2,61,-2,15,15
70,0,21,35,17,40,21,35,20,33,19,42,0,66,20,26,21,37,19,38,0,766,90,2,61,-1,34,34
40,0,21,35,17,40,21,35,20,32,19,42,0,65,20,26,21,37,19,38,0,766,90,2,62,-1,46,46
50,0,21,35,17,40,21,35,20,32,19,42,0,64,20,26,21,36,19,37,0,766,89,2,62,-1,19,19
50,0,21,35,17,40,21,35,20,32,19,42,1,64,20,26,21,36,19,37,1,766,88,2,62,-1,24,24
210,0,21,35,17,39,21,34,20,32,19,42,1,62,20,26,21,36,20,37,1,766,87,2,62,-1,10,10
160,0,21,34,17,40,21,34,20,32,19,43,1,61,20,26,21,36,20,37,1,766,86,2,62,-1,29,29
50,0,20,35,18,41,21,34,20,32,19,43,2,59,20,26,21,35,20,37,2,766,85,2,62,-1,3,3
70,10,20,37,18,41,21,34,20,32,19,43,2,58,20,26,21,35,20,38,2,766,84,2,62,0,44,44
80,10,21,37,18,42,21,34,20,32,19,42,3,57,20,26,21,35,20,38,2,766,83,1,62,0,13,13
50,0,21,37,19,41,21,34,20,32,19,41,3,55,20,26,21,35,20,38,3,766,82,1,62,0,19,19
50,0,20,36,19,40,21,34,20,32,19,41,3,52,20,26,21,35,20,38,3,766,81,1,62,0,36,36
50,10,20,36,19,40,21,34,20,32,19,40,4,50,20,26,21,35,20,38,3,766,80,1,62,0,45,45
60,0,20,35,19,39,21,34,20,32,19,41,5,47,20,26,21,35,20,38,4,766,78,1,63,0,49,49
60,10,20,35,20,38,21,34,20,32,19,41,5,43,20,26,21,35,20,38,4,766,76,2,63,0,14,14
70,0,20,35,20,37,21,34,20,32,19,42,5,41,20,26,21,35,20,38,5,766,75,2,63,1,28,28
60,10,20,34,20,36,21,34,20,32,19,42,6,39,20,26,21,35,20,38,5,766,74,2,64,1,3,3
60,0,20,35,20,36,21,34,20,33,19,42,6,39,20,26,21,35,20,38,6,766,72,2,64,1,3,3
60,0,20,35,20,35,21,34,20,33,19,42,6,36,20,26,21,35,20,38,6,766,70,2,64,1,37,37
50,10,20,34,20,34,21,34,21,33,19,42,6,34,20,26,21,35,20,38,6,766,69,3,64,1,37,37
40,0,20,34,20,33,21,34,21,33,19,42,7,32,20,26,21,34,20,38,7,766,68,3,64,1,3,3
40,10,20,34,20,33,21,33,21,33,19,42,7,30,20,26,21,34,20,38,7,766,66,3,65,1,6,6
40,10,20,33,20,33,21,33,21,33,19,42,7,28,20,26,21,34,20,37,7,765,64,4,65,1,10,10
40,0,20,34,20,34,20,33,21,32,19,42,8,28,20,26,21,34,20,38,8,765,63,4,65,1,22,22
60,10,21,34,20,33,20,33,21,32,19,42,8,27,21,26,21,34,20,38,8,765,62,4,58,1,50,50
150,10,21,34,20,33,20,34,21,32,19,42,8,26,21,26,22,34,20,38,8,765,61,4,50,1,33,33
280,0,21,33,20,33,20,34,21,32,19,42,9,25,21,26,22,33,20,38,9,765,60,4,42,1,14,14
100,10,21,34,20,33,20,34,21,32,19,42,9,25,21,26,22,33,20,38,9,765,59,5,35,1,35,35
90,0,21,34,20,33,20,34,21,32,19,42,9,24,21,26,22,33,20,38,9,765,58,5,28,1,45,45
130,10,21,34,20,34,20,34,21,32,19,42,9,23,21,26,22,33,20,38,10,765,57,5,20,1,29,29
120,0,21,34,20,34,20,34,21,32,19,42,10,22,21,26,22,33,20,38,10,765,57,5,28,1,39,39
50,10,21,34,20,34,20,35,21,32,19,42,10,21,21,26,22,33,20,38,10,765,57,5,35,2,19,19
70,0,21,34,20,34,20,35,21,32,19,42,10,21,22,26,22,33,20,38,10,765,58,5,42,2,32,32
50,0,21,34,20,33,20,34,21,32,19,42,11,21,22,26,22,33,20,38,10,765,58,5,50,2,11,11
50,10,21,33,20,33,20,34,21,32,19,44,11,20,22,26,23,33,20,38,10,765,58,5,58,2,42,42
50,0,21,33,20,33,21,34,21,32,19,43,11,21,22,26,23,33,20,38,10,765,58,5,65,2,42,42
50,0,21,33,20,33,21,34,21,32,19,42,11,21,22,26,23,33,20,38,10,765,58,5,65,2,16,16
50,10,21,33,20,33,21,34,21,31,19,42,11,21,22,26,23,33,20,38,10,765,58,5,65,2,13,13
60,0,21,33,20,33,21,34,21,31,19,41,11,21,22,26,23,33,20,38,10,764,58,5,65,2,27,27
60,0,21,33,20,33,21,34,21,32,19,43,11,21,22,26,23,33,20,38,10,764,57,5,65,2,4,4
50,20,21,33,20,33,21,34,21,32,19,43,11,21,22,26,23,32,20,38,11,764,57,5,65,2,7,7
40,10,21,33,20,33,21,34,21,32,19,43,11,21,22,26,23,32,20,38,11,764,57,5,65,2,27,27
70,10,21,33,20,33,21,34,21,32,19,43,11,22,22,26,23,32,20,38,11,764,58,5,65,2,48,48
70,0,21,34,20,34,21,34,21,32,20,43,12,21,22,26,23,32,20,38,10,764,59,5,64,3,14,14
70,0,22,34,20,34,21,34,21,32,20,43,12,20,22,26,23,32,20,38,10,764,60,6,64,3,17,17
50,0,22,34,20,34,21,34,21,32,20,43,12,20,22,26,23,32,20,38,10,764,62,6,64,3,27,27
50,0,22,34,20,34,21,34,21,33,20,42,12,20,22,26,23,33,20,38,10,764,63,6,63,3,22,22
60,0,21,34,20,34,21,34,21,33,20,42,12,21,22,26,23,33,20,38,10,764,64,6,63,4,43,43
70,20,21,34,20,34,21,35,21,33,20,42,12,22,22,26,23,33,20,38,10,764,65,6,56,4,28,28
130,0,21,34,20,34,21,35,21,33,20,43,12,23,22,26,23,33,20,38,10,764,66,6,49,4,27,27
360,0,21,34,20,34,21,35,21,33,20,43,11,25,22,26,23,33,20,38,10,764,68,6,42,4,44,44
90,0,21,34,20,34,21,35,21,33,19,43,11,27,22,26,23,33,20,38,10,764,69,6,34,4,28,28
100,0,21,34,20,35,21,35,21,33,19,43,11,28,22,27,23,33,20,38,10,764,70,6,27,4,3,3
60,0,21,34,20,34,21,35,21,33,19,43,11,29,22,27,23,33,20,38,10,764,71,6,20,4,13,13
80,0,21,34,20,34,21,35,21,33,19,42,11,30,22,27,23,33,20,38,9,764,72,6,20,4,28,28
70,0,21,34,20,34,21,35,21,33,19,42,11,31,22,27,23,33,20,38,9,764,74,6,21,4,40,40
270,0,21,34,20,35,21,35,21,34,19,42,10,34,22,27,23,34,20,38,9,764,75,6,22,4,7,7
210,0,21,35,20,35,21,35,21,34,19,42,10,35,22,27,23,34,20,38,8,763,76,7,22,4,24,24
150,10,21,35,20,36,21,35,21,34,19,42,10,37,22,28,23,34,20,38,8,763,78,7,22,4,35,35
130,20,21,35,20,37,21,35,21,34,19,42,10,38,22,28,23,34,20,38,8,763,79,7,23,4,47,47
210,30,21,36,20,37,21,36,21,34,19,42,9,39,22,28,23,35,20,38,7,763,80,7,23,4,41,41
550,10,21,37,19,38,21,36,21,35,19,42,9,40,22,28,23,35,20,38,7,764,80,7,23,4,19,19
470,20,21,40,19,39,21,36,21,35,19,43,8,42,22,28,23,35,20,38,7,764,80,7,23,4,16,16
280,10,21,43,19,41,21,36,21,35,19,43,8,43,22,28,23,36,20,38,7,764,81,7,23,4,45,45
120,10,21,47,19,42,21,37,21,36,19,43,8,45,22,28,23,35,20,38,7,764,82,7,23,4,3,3
100,10,21,45,19,43,21,37,21,36,19,44,8,46,22,28,23,35,20,38,7,764,82,7,23,4,6,6
370,10,21,44,19,43,21,37,21,36,19,44,8,48,21,28,23,36,20,38,7,764,82,7,22,4,45,45
140,0,21,43,19,44,21,37,21,36,19,45,7,48,21,28,23,36,20,38,7,764,83,6,22,4,10,10
470,0,21,42,19,44,21,38,21,36,19,45,7,49,21,28,23,36,20,38,6,764,83,6,22,4,42,42
130,10,21,42,19,44,21,38,21,36,19,45,7,50,21,29,23,36,20,38,6,764,83,6,21,4,31,31
280,0,22,42,19,44,21,39,21,36,19,45,7,51,21,29,23,37,20,38,6,764,84,5,20,4,29,29
350,10,22,41,19,44,21,39,21,36,19,46,7,51,21,29,23,37,20,38,6,764,84,5,20,4,4,4
170,0,22,41,19,44,21,39,21,36,19,48,7,52,21,29,23,37,20,38,6,764,84,5,27,4,14,14
120,0,22,41,19,44,21,39,21,36,19,49,7,52,21,29,23,37,20,38,6,764,83,5,34,4,44,44
100,0,22,42,19,45,21,39,21,36,19,49,7,52,21,29,23,37,20,38,6,764,82,5,42,4,8,8
120,0,22,42,19,46,21,39,20,36,19,49,7,52,21,29,23,37,20,38,6,764,82,5,49,3,22,22
400,10,22,42,19,46,21,39,20,36,19,48,7,52,21,29,23,37,20,38,6,764,82,5,56,3,38,38
310,0,22,42,19,46,21,39,20,36,19,48,6,52,21,29,23,37,20,38,6,764,81,5,63,3,19,19
130,0,22,42,19,46,21,39,20,36,19,48,6,52,21,29,23,37,20,38,6,764,82,5,63,3,9,9
110,30,22,42,19,46,21,40,20,36,19,48,7,52,21,29,23,37,20,38,6,764,82,5,63,3,34,34
120,20,22,42,19,45,21,40,20,36,19,47,7,52,21,29,23,37,20,38,6,764,82,4,62,3,17,17
90,20,22,41,19,45,21,40,20,36,19,47,7,52,21,29,23,37,20,38,6,764,83,4,62,3,17,17
80,20,22,41,19,45,21,40,20,36,19,47,7,51,21,29,23,37,20,38,6,764,84,4,62,3,47,47
90,30,22,41,19,45,21,40,20,36,19,47,6,52,21,29,23,38,20,38,6,764,84,4,62,3,36,36
70,20,22,41,19,45,21,40,21,36,19,47,6,52,21,29,23,38,20,38,6,765,85,4,62,3,26,26
60,30,22,41,19,45,21,39,21,36,19,47,6,53,21,29,23,38,20,38,6,765,85,4,62,3,34,34
50,20,22,41,19,45,21,39,21,37,19,47,5,55,21,29,23,38,20,38,5,765,86,4,62,3,18,18
40,20,22,41,19,45,21,39,21,37,19,47,5,57,21,29,23,39,20,38,5,765,87,3,61,3,36,36
60,20,22,41,19,45,21,39,21,37,19,47,5,58,21,29,23,39,20,38,5,765,87,3,61,3,8,8
60,30,22,41,19,45,21,39,21,37,19,47,5,57,21,29,23,39,20,38,5,765,88,3,61,3,38,38
60,20,22,42,19,46,21,39,21,37,19,47,5,58,21,29,23,39,20,38,5,765,88,3,61,3,4,4
60,20,22,42,19,46,21,39,21,37,19,47,5,60,21,29,23,40,20,38,5,765,89,3,60,3,8,8
60,30,22,42,19,46,21,39,21,37,19,47,5,62,21,30,23,40,20,38,5,765,90,3,60,3,49,49
60,20,22,42,19,46,21,39,21,37,19,47,4,62,21,30,23,40,20,38,4,765,90,3,60,3,47,47
70,20,22,42,19,46,21,39,21,37,19,47,4,64,21,30,23,40,20,38,4,765,90,3,59,3,3,3
70,20,22,42,19,46,21,39,21,37,19,47,4,65,21,30,23,41,20,38,4,764,91,3,59,3,27,27
70,30,21,42,19,47,21,39,21,37,19,47,4,65,21,30,23,41,20,38,4,764,91,3,58,3,3,3
60,20,21,42,19,47,21,39,21,37,19,47,4,66,21,30,23,41,20,38,4,764,92,3,58,3,19,19
60,20,21,41,18,47,21,39,21,37,19,47,4,67,21,30,23,42,20,39,4,764,92,3,57,3,8,8
60,30,21,41,18,47,21,39,21,37,19,47,4,69,21,30,23,42,20,39,4,764,92,3,56,3,28,28
40,20,21,41,18,47,21,38,21,37,19,48,4,69,21,30,23,42,20,39,4,764,93,3,56,3,37,37
30,20,21,41,18,47,21,38,21,37,19,48,4,69,21,30,23,43,20,39,4,764,93,3,55,3,3,3
50,20,21,41,18,47,21,38,21,37,19,48,4,69,21,30,23,43,20,39,4,764,92,3,55,3,22,22
60,30,21,41,18,47,21,38,21,37,19,48,4,69,21,30,23,43,20,39,5,764,92,3,55,3,20,20
80,20,21,41,18,47,21,38,21,37,19,48,4,69,21,30,23,43,20,39,5,764,92,2,54,3,43,43
60,20,21,41,18,47,21,38,21,37,19,48,4,68,21,30,23,43,20,39,5,764,91,2,54,3,15,15
50,20,21,41,18,47,21,38,21,37,19,48,4,69,21,30,23,43,20,39,5,764,90,2,54,3,46,46
60,0,21,41,18,47,21,38,21,37,19,48,4,68,21,30,23,43,20,39,5,764,90,2,54,3,50,50
40,0,21,41,18,47,21,38,21,37,19,48,4,68,21,30,22,43,20,39,5,764,90,2,55,3,30,30
50,0,21,41,18,47,21,38,21,37,19,48,4,68,21,30,22,43,20,39,5,764,89,3,55,3,48,48
50,10,21,41,18,47,21,38,21,37,19,48,4,68,20,30,22,43,20,39,5,764,89,3,56,3,32,32
50,0,21,41,18,47,21,38,21,36,19,48,4,69,20,30,22,43,20,39,5,764,89,3,57,3,33,33
60,0,21,41,18,47,21,38,21,36,19,48,3,68,20,30,22,43,20,39,5,764,88,4,57,3,49,49
50,0,21,41,18,47,21,38,21,36,19,47,3,68,20,30,22,42,20,39,4,764,88,4,58,3,17,17
40,0,21,41,18,47,21,38,21,36,19,47,3,69,20,30,22,42,20,39,4,764,88,4,58,3,38,38
40,0,21,41,18,47,21,38,21,36,19,47,4,69,20,30,22,42,20,39,4,764,88,4,57,3,39,39
30,0,21,41,18,47,21,38,21,36,19,47,4,69,20,30,22,42,20,39,4,764,88,4,57,3,14,14
20,0,21,41,18,47,21,38,21,36,19,47,3,69,20,30,22,42,20,39,4,764,88,4,57,3,22,22
30,0,21,41,18,47,21,38,21,36,19,47,4,70,20,30,22,42,20,39,4,764,88,4,56,3,28,28
60,0,21,41,18,47,21,38,21,36,19,47,4,70,20,30,22,42,20,39,4,764,88,4,56,3,32,32
50,0,21,41,18,47,21,38,21,36,19,47,4,69,20,30,22,42,20,39,4,764,88,4,55,2,36,36
60,0,21,41,18,47,21,38,20,36,19,47,4,68,20,30,22,42,20,39,4,764,89,4,54,2,5,5
40,0,21,41,18,47,21,38,20,36,19,47,3,69,20,30,22,42,20,39,4,764,90,4,53,2,18,18
50,0,21,41,18,47,21,38,20,36,19,47,3,68,20,30,22,42,20,39,4,764,90,3,52,2,50,50
50,0,21,41,18,47,21,38,20,36,19,47,3,68,20,30,22,42,20,39,3,764,90,3,51,2,22,22
40,0,21,41,18,47,21,38,20,36,19,47,3,68,20,30,22,42,20,39,3,764,91,3,50,2,46,46
50,0,21,40,17,47,21,38,20,36,18,47,3,68,20,30,22,42,20,39,3,764,91,3,48,2,4,4
60,0,21,40,17,47,21,38,20,36,18,47,2,68,20,30,22,41,20,39,3,764,92,3,47,2,29,29
40,0,21,40,17,47,21,38,20,36,18,47,2,69,20,30,22,41,20,39,3,764,92,2,46,2,35,35
50,0,21,40,17,46,21,38,20,36,18,47,3,70,20,30,22,41,20,39,3,764,92,2,44,2,24,24
40,0,21,40,17,46,21,38,20,36,18,47,3,71,20,30,22,41,20,39,3,764,93,2,42,2,6,6
50,0,21,40,17,46,21,38,20,36,18,47,3,71,20,30,22,41,20,39,2,764,93,2,41,1,10,10
50,0,20,40,17,46,21,38,20,36,18,47,3,70,20,30,22,41,20,39,2,764,93,2,40,1,2,2
30,0,20,40,17,46,21,38,20,36,18,47,3,70,20,30,22,41,20,39,2,764,94,3,39,1,25,25
30,0,20,40,17,46,21,38,20,36,18,47,3,71,20,30,22,41,20,40,2,764,94,3,38,1,17,17
30,0,20,40,17,46,21,38,20,36,18,47,3,70,20,30,22,42,20,40,2,764,94,3,38,1,22,22
50,0,20,40,17,46,21,38,20,36,18,47,2,70,20,30,22,42,20,40,2,764,95,4,37,1,37,37
60,10,20,40,17,46,21,38,20,36,18,47,3,72,20,30,22,42,20,40,2,764,95,4,36,2,26,26
60,0,20,40,17,46,21,38,20,36,18,47,3,72,20,30,22,42,20,40,2,765,94,4,40,1,19,19
180,0,20,40,17,46,21,38,20,36,18,47,3,72,20,30,22,42,20,40,2,765,94,4,44,1,34,34
350,0,20,40,17,46,21,38,20,36,18,47,3,72,20,30,22,42,20,40,2,765,94,4,48,1,29,29
180,0,20,40,17,46,21,38,20,36,18,47,3,72,20,30,22,41,20,40,2,765,93,4,51,1,35,35
110,0,20,41,17,46,21,38,20,36,18,47,3,71,20,30,22,41,20,40,2,765,92,4,55,1,7,7
100,0,20,40,17,46,21,38,20,36,18,47,3,70,20,30,22,41,20,40,2,765,92,4,59,1,49,49
70,0,20,40,17,46,21,38,20,36,18,47,3,71,20,30,22,40,20,40,3,765,90,4,53,1,17,17
90,0,20,40,17,45,21,38,20,36,18,47,3,71,20,30,22,40,20,40,3,765,88,4,47,1,32,32
80,10,20,40,17,45,21,38,20,36,18,47,3,71,20,30,22,39,20,39,3,765,86,4,41,1,5,5
90,0,20,40,17,45,21,38,20,36,19,50,3,70,20,30,22,39,20,39,3,765,84,5,35,1,30,30
70,0,20,40,18,44,21,38,20,36,19,53,3,69,20,30,22,38,20,39,4,765,82,5,29,1,9,9
370,10,20,39,18,44,21,38,20,36,19,52,3,67,20,29,22,38,20,39,4,765,80,5,23,0,17,17
780,0,20,39,18,44,21,38,20,37,19,51,3,63,20,29,22,38,20,38,4,765,78,5,24,0,25,25
460,0,20,39,19,43,21,39,21,36,19,50,4,60,20,30,22,38,20,38,4,765,75,6,25,0,29,29
